transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	4.3	3.1	NA	non	sombre	lisse	non	0.03
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	11.3	9.3	5.3	non	sombre	lisse	non	0.6
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	13.7	11.3	6.3	non	sombre	lisse	non	0.75
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	10.1	8.6	6.6	non	sombre	lisse	non	0.51
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	8.1	6.5	3.6	non	sombre	lisse	oui	0.19
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Gibsp	9.6	11.8	5.8	non	sombre	lisse	non	0.62
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Monlin	11.8	14.4	7.5	non	sombre	lisse	oui	1.19
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Monlin	12.5	12.3	0.8	non	sombre	lisse	non	1.05
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Gibsp	6.2	7	4.7	non	sombre	lisse	non	0.18
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Gibsp	7.9	11	5.6	non	sombre	lisse	non	0.39
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	50	NA	0.25	100	1	60	80	1	0	1	NA	NA	0	0	47	0	19	0	0	0	2	0	0	0	0	6	0	0	Litlit	11.4	9	5.3	non	sombre	lisse	non	0.57
