transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
