transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Gibsp.	7.9	10.9	4.2	non	sombre	lisse	oui	0.75
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Gibsp.	4.6	10.3	3.8	non	sombre	lisse	non	0.44
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Gibsp.	8.6	11.8	4.4	non	sombre	lisse	oui	0.99
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Gibsp.	7.1	11	3.5	non	sombre	lisse	non	0.53
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Gibsp.	7.6	10.9	3.4	oui	sombre	lisse	non	0.5
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Litlit	9.7	9.3	4.5	non	clair	rugueux	non	0.42
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Litlit	13.2	10.7	5.6	non	sombre	rugueux	non	0.85
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Litlit	14.5	11.9	5.3	non	sombre	lisse	non	1.08
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Litlit	11.3	9.7	4.2	non	sombre	rugueux	non	0.58
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Litlit	9.5	7.3	3	non	sombre	rugueux	non	0.32
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Thalap	22.10	13.9	4	non	clair	rugueux	oui	02.02
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Thalap	20.4	10.9	3.7	non	rayures	rugueux	non	1.51
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Thalap	19.4	11	3.9	non	clair	rugueux	oui	1.31
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.21	100	1	25	50	30	0	1	NA	NA	0	0	27	0	22	0	0	0	0	0	0	0	0	0	0	4	Thalap	18.6	11.5	4.9	non	clair	rugueux	oui	1.55
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Thalap	23	10.6	9.4	non	clair	rugueux	oui	2.84
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Thalap	25.3	15	4.5	non	rayures	rugueux	oui	2.73
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Thalap	20.7	11.4	4	non	clair	rugueux	non	1.47
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Litlit	15.1	13	6	non	sombre	lisse	oui	1.26
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Litlit	13.9	12.3	4.8	non	sombre	lisse	non	0.93
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Litlit	13.4	12	4.4	non	sombre	lisse	oui	0.89
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Litlit	14.4	12.9	4.8	non	sombre	lisse	oui	1.17
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Litlit	12.6	11.1	4.2	non	sombre	rugueux	non	0.79
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Gibsp.	11.4	15	8.9	non	sombre	rugueux	oui	2.51
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Gibsp.	10	15.5	6.2	non	sombre	rugueux	oui	1.81
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Gibsp.	10	15.7	6	non	sombre	rugueux	oui	1.66
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Gibsp.	6.5	10.7	4.5	non	sombre	rugueux	non	0.47
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.2	100	5	10	40	50	NA	15	NA	NA	0	0	42	0	37	0	0	0	7	0	0	0	0	0	0	4	Gibsp.	6	11.3	4	non	clair	lisse	non	0.66
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Gibsp.	8.7	12.9	4.3	non	sombre	lisse	oui	0.88
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Gibsp.	7.8	11.9	4	oui	clair	lisse	oui	0.78
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Gibsp.	7.8	11	4.4	non	sombre	lisse	non	0.6
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Gibsp.	7.5	11.4	4.9	non	sombre	rugueux	non	0.69
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Gibsp.	6.7	11.1	4.5	non	clair	rugueux	non	0.68
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Litlit	14	11.8	4.4	non	sombre	lisse	non	0.97
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Litlit	14.1	12.7	5	non	sombre	lisse	oui	1.1
b20	nathan.viel	20septembre2017	97	b	20	45	NA	0.22	0	1	1	0	20	0	100	0.4	1	0	0	19	0	3	0	0	0	0	0	0	0	1	0	0	1	Litlit	11.1	9	3.5	non	clair	rugueux	non	0.5
b20	nathan.viel	20septembre2017	97	b	20	40	NA	0.26	60	0	15	55	1	0	40	NA	NA	0	0	23	0	4	0	0	0	5	0	0	2	0	0	0	1	Nasret	19.8	10.6	3.5	non	clair	rugueux	non	01.03
b20	nathan.viel	20septembre2017	97	b	20	40	NA	0.26	60	0	15	55	1	0	40	NA	NA	0	0	23	0	4	0	0	0	5	0	0	2	0	0	0	1	Gibsp.	9	13.6	4.4	oui	sombre	lisse	non	1.21
b20	nathan.viel	20septembre2017	97	b	20	40	NA	0.26	60	0	15	55	1	0	40	NA	NA	0	0	23	0	4	0	0	0	5	0	0	2	0	0	0	1	Gibsp.	7	10.9	3.2	oui	sombre	lisse	non	0.51
b20	nathan.viel	20septembre2017	97	b	20	40	NA	0.26	60	0	15	55	1	0	40	NA	NA	0	0	23	0	4	0	0	0	5	0	0	2	0	0	0	1	Gibsp.	7.2	11.5	4.3	non	sombre	rugueux	non	0.67
