transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Monlin	13.1	18.4	6.9	non	sombre	lisse	oui	2.96
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Monlin	11.1	16.6	6.5	non	sombre	lisse	oui	1.86
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Monlin	12.2	14.5	6.3	non	sombre	lisse	oui	1.66
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Monlin	11.2	16.8	6	non	sombre	lisse	oui	1.98
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Monlin	8.6	13.3	4.9	non	sombre	lisse	oui	1.06
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	7.8	12.2	4	non	sombre	lisse	oui	0.72
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	6.9	11.8	3.8	non	sombre	lisse	non	0.68
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	7.1	11.9	3.8	non	sombre	lisse	non	0.64
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	3.9	7	3.1	non	sombre	lisse	non	0.15
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	3.5	7.9	2.7	non	sombre	lisse	non	0.14
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	4.9	8.1	3.5	non	sombre	lisse	non	0.16
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Gibsp.	3.6	6.5	2	non	sombre	lisse	non	0.08
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	13.5	8.5	4.7	non	sombre	lisse	non	0.88
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	12.2	7.7	4.2	non	sombre	lisse	oui	0.74
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	12.5	9.4	4.3	non	sombre	lisse	oui	0.82
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	10	6.1	3.3	non	sombre	lisse	non	0.40
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	7.7	5.1	2.5	non	sombre	lisse	non	0.20
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	13.6	7.9	4.2	non	sombre	lisse	non	0.78
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	12.1	7.4	4.1	non	sombre	lisse	non	0.70
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	11.6	6.4	4	non	sombre	lisse	non	0.52
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	12	7.8	3.8	non	sombre	lisse	non	0.76
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Litlit	14.3	10.1	4	non	sombre	lisse	non	0.88
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.22	60	0	3	10	60	0	100	NA	NA	0	0	8	0	13	0	0	0	4	0	0	0	0	1	0	1	Thalap	21.4	15	5.2	non	sombre	lisse	oui	2.82
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	13.9	10.5	4	non	sombre	lisse	non	1.74
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	8.2	13.8	5.5	non	sombre	lisse	non	1.02
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	16.5	11.2	6.4	non	sombre	lisse	oui	1.90
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	8.5	8	5.4	non	sombre	lisse	non	1.42
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	12	7.5	5.3	non	sombre	lisse	non	0.96
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	6.3	11.2	3.5	non	sombre	lisse	non	1.02
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	10.1	6.7	4	non	sombre	lisse	oui	0.90
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	6.8	9.9	3	non	sombre	lisse	non	1.08
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	9.3	6.5	3.1	non	sombre	lisse	non	0.90
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	4	7.9	2.7	non	sombre	lisse	non	0.16
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	6.8	4	1.7	non	sombre	lisse	non	0.05
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	3.3	2.2	NA	non	sombre	lisse	non	2.02
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	5.3	3.5	1.5	non	sombre	lisse	non	1.99
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	5.5	3.6	1.7	non	sombre	lisse	non	1.03
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0	Litlit	3.6	2.4	NA	non	sombre	lisse	non	0.86
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Nasret	21.8	10.9	2.2	non	clair	lisse	non	1.08
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Nasret	20.1	11	1.7	non	clair	lisse	non	1.01
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Nasret	20.3	10.9	1.9	non	rayures	lisse	non	0.70
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Monlin	8.2	12	4	non	sombre	lisse	oui	0.79
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Monlin	8	10.8	3.6	non	sombre	lisse	oui	1.01
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Monlin	10	14.2	3.7	non	sombre	lisse	oui	0.93
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Monlin	10	13.3	3.3	non	sombre	lisse	oui	1.14
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Monlin	9.4	13.5	4.4	non	sombre	lisse	oui	0.80
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3	Gibsp.	6	9.7	1.7	non	sombre	lisse	non	0.32
